File Version;BWSpec 3.27
Date;2017-08-22 14:46:06
title;ZEWN+LZX
model;BRC112P+BTC261E_512
c code;ZEWN+LZX
operator;
port1;0
baud1;3
pixel_start;0
pixel_end;1844
step;1
units;1
bkcolor;16777215
show_mode;5
data_mode;0
pixel_mode;0
intigration times;150
average number;1
spectrometer_type ;0
yaxis;1
yaxis_min;-0.200000000000045
yaxis_max;0.5
xaxis;0
xaxis_min;0
xaxis_max;1844
irrands_DispWLMin;0
irrands_DispWLMax;0
yaxis_min_6;0
yaxis_max_6;5
irradiance_unit;0
coefs_a0;0
coefs_a1;0
coefs_a2;0
coefs_a3;0
coefs_b0;0
coefs_b1;0
coefs_b2;0
coefs_b3;0
all_data_save;1
select_option;-1
interval_time;1
pixel_num;1845
sel_pixel_start;0
sel_pixel_end;1844
sel_pixel_delta;1
dark_compensate;0
dark_compensate_value_1;0
dark_compensate_value_2;0
dark_compensate_value_3;0
monitor pixel_0;0
monitor pixel_1;0
monitor pixel_2;0
monitor pixel_3;0
monitor pixel_4;0
monitor pixel_5;0
vertical_select_flag;0
vertical_line3;0
vertical_line4;0
vertical_line3_wv;0
vertical_line4_wv;0
vertical_line_flag;0
vertical_line_ratio;0
laser_wavelength;0
overlay_js;0
Relative Intensity Correction Flag;0
combined channel;1
Pixel;Wavelength;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Raw data #2;Dark Subtracted #2;%TR #2;Absorbance #2;Raw data #3;Dark Subtracted #3;%TR #3;Absorbance #3;Lamp FitCurve;Irradiance Ratio;Irradiance_1(W/cm^2/nm);Irradiance_2(W/cm^2/nm);Irradiance_3(W/cm^2/nm)
428;530.16;3757.2400;26682.5600;24017.60;20260.3600;88.3755;0.0537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
429;530.57;3762.4400;26769.8800;24108.80;20346.3600;88.4338;0.0534;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
430;530.97;3766.4400;26858.2400;24200.24;20433.8000;88.4894;0.0531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
431;531.38;3774.8400;26938.7600;24297.28;20522.4400;88.5966;0.0526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
432;531.79;3784.9200;27015.8000;24395.64;20610.7200;88.7212;0.0520;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
433;532.20;3789.8800;27108.6400;24484.40;20694.5200;88.7462;0.0519;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
434;532.60;3794.7600;27201.1600;24570.44;20775.6800;88.7607;0.0518;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
435;533.01;3812.0400;27313.9600;24683.04;20871.0000;88.8055;0.0516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
436;533.42;3818.9200;27396.2000;24766.56;20947.6400;88.8467;0.0514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
437;533.82;3831.5600;27509.8400;24861.68;21030.1200;88.8161;0.0515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
438;534.23;3840.7600;27599.2400;24950.56;21109.8000;88.8516;0.0513;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
439;534.64;3852.4400;27690.8400;25048.84;21196.4000;88.9170;0.0510;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
440;535.04;3858.8400;27796.7200;25161.64;21302.8000;88.9920;0.0506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
441;535.45;3873.2400;27902.2800;25273.16;21399.9200;89.0586;0.0503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
442;535.85;3894.1200;28008.8000;25403.12;21509.0000;89.1946;0.0497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
443;536.26;3912.7600;28105.9200;25515.88;21603.1200;89.2943;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
444;536.67;3931.9600;28220.5600;25633.80;21701.8400;89.3499;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
445;537.07;3949.4800;28343.5200;25762.88;21813.4000;89.4210;0.0486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
446;537.48;3975.0800;28491.1600;25864.28;21889.2000;89.2851;0.0492;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
447;537.89;3988.8400;28606.6800;25976.64;21987.8000;89.3165;0.0491;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
448;538.29;4008.6000;28719.8800;26086.36;22077.7600;89.3428;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
449;538.70;4030.6000;28860.5600;26188.96;22158.3600;89.2404;0.0494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
450;539.10;4045.5600;28980.7200;26325.84;22280.2800;89.3529;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
451;539.51;4058.2800;29112.9200;26443.76;22385.4800;89.3466;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
452;539.92;4059.5600;29232.3200;26565.04;22505.4800;89.4041;0.0486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
453;540.32;4073.4000;29368.2400;26676.88;22603.4800;89.3600;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
454;540.73;4093.6400;29495.7200;26802.08;22708.4400;89.3960;0.0487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
455;541.13;4118.7600;29643.5200;26924.60;22805.8400;89.3479;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
456;541.54;4131.6400;29783.4000;27059.48;22927.8400;89.3812;0.0488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
457;541.94;4140.0400;29915.4800;27175.60;23035.5600;89.3702;0.0488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
458;542.35;4153.9600;30040.3200;27297.40;23143.4400;89.4040;0.0486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
459;542.75;4169.5600;30150.3600;27424.00;23254.4400;89.5063;0.0481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
460;543.16;4173.5600;30248.3200;27526.68;23353.1200;89.5622;0.0479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
461;543.56;4185.4000;30372.9600;27649.96;23464.5600;89.6019;0.0477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
462;543.97;4192.9200;30479.4800;27757.40;23564.4800;89.6446;0.0475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
463;544.37;4203.6400;30617.9600;27893.68;23690.0400;89.6864;0.0473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
464;544.78;4218.2800;30752.0400;28016.56;23798.2800;89.6906;0.0473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
465;545.18;4239.1600;30866.2400;28136.00;23896.8400;89.7464;0.0470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
466;545.59;4246.7600;30994.4000;28244.00;23997.2400;89.7172;0.0471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
467;545.99;4253.0800;31109.2800;28334.40;24081.3200;89.6676;0.0474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
468;546.40;4264.2000;31227.2400;28414.60;24150.4000;89.5685;0.0478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
469;546.80;4261.8800;31329.3200;28511.80;24249.9200;89.5907;0.0477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
470;547.21;4268.3600;31431.0400;28601.72;24333.3600;89.5838;0.0478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
471;547.61;4270.6800;31516.8400;28702.20;24431.5200;89.6696;0.0474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
472;548.02;4281.9600;31627.2000;28788.84;24506.8800;89.6203;0.0476;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
473;548.42;4285.6400;31717.2800;28885.28;24599.6400;89.6762;0.0473;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
474;548.82;4282.7600;31790.2800;28979.36;24696.6000;89.7813;0.0468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
475;549.23;4286.9200;31876.2000;29047.52;24760.6000;89.7472;0.0470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
476;549.63;4292.6800;31949.6000;29147.04;24854.3600;89.8667;0.0464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
477;550.04;4299.3200;32022.5200;29222.16;24922.8400;89.8989;0.0462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
478;550.44;4305.6400;32093.9200;29287.24;24981.6000;89.8998;0.0462;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
479;550.84;4304.2000;32167.6800;29340.72;25036.5200;89.8542;0.0465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
480;551.25;4304.2000;32221.3200;29399.80;25095.6000;89.8932;0.0463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
481;551.65;4307.4000;32281.3200;29445.68;25138.2800;89.8633;0.0464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
482;552.06;4312.3600;32318.4800;29498.96;25186.6000;89.9325;0.0461;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
483;552.46;4318.8400;32390.6000;29548.56;25229.7200;89.8758;0.0464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
484;552.86;4321.0800;32452.4800;29582.44;25261.3600;89.7977;0.0467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
485;553.27;4333.2400;32508.4800;29620.76;25287.5200;89.7509;0.0470;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
486;553.67;4344.1200;32561.0800;29640.12;25296.0000;89.6482;0.0475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
487;554.07;4350.0400;32615.0400;29675.52;25325.4800;89.6001;0.0477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
488;554.48;4346.4400;32662.7200;29681.84;25335.4000;89.4729;0.0483;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
489;554.88;4338.0400;32705.1600;29692.16;25354.1200;89.3785;0.0488;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
490;555.28;4335.0000;32748.8400;29692.16;25357.1600;89.2423;0.0494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
491;555.69;4336.3600;32772.6800;29713.16;25376.8000;89.2408;0.0494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
492;556.09;4330.9200;32800.9600;29734.16;25403.2400;89.2280;0.0495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
493;556.49;4323.8800;32834.8800;29774.92;25451.0400;89.2674;0.0493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
494;556.89;4326.6000;32848.8400;29767.56;25440.9600;89.1969;0.0497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
495;557.30;4330.4400;32856.9600;29792.16;25461.7200;89.2563;0.0494;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
496;557.70;4337.4800;32876.4400;29804.72;25467.2400;89.2367;0.0495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
497;558.10;4338.8400;32885.0800;29808.92;25470.0800;89.2239;0.0495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
498;558.50;4342.9200;32877.0400;29800.36;25457.4400;89.2175;0.0495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
499;558.91;4347.9600;32901.6400;29818.84;25470.8800;89.2035;0.0496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
500;559.31;4354.5200;32936.7200;29813.28;25458.7600;89.0721;0.0503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
501;559.71;4352.7600;32974.5600;29808.84;25456.0800;88.9395;0.0509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
502;560.11;4353.1600;32983.2000;29822.80;25469.6400;88.9612;0.0508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
503;560.52;4352.7600;32984.4800;29834.84;25482.0800;88.9995;0.0506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
504;560.92;4353.8800;32988.2800;29854.00;25500.1200;89.0541;0.0503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
505;561.32;4346.8400;32997.2800;29865.84;25519.0000;89.0702;0.0503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
506;561.72;4348.4400;33002.4400;29877.32;25528.8800;89.0936;0.0502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
507;562.13;4352.6000;33026.7600;29904.24;25551.6400;89.1103;0.0501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
508;562.53;4342.6800;33013.0000;29920.16;25577.4800;89.2124;0.0496;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
509;562.93;4338.2000;33020.8800;29942.76;25604.5600;89.2684;0.0493;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
510;563.33;4339.6400;33040.9200;29987.12;25647.4800;89.3601;0.0489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
511;563.73;4333.0800;33042.9600;30031.32;25698.2400;89.5101;0.0481;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
512;564.13;4331.3200;33043.4000;30072.72;25741.4000;89.6536;0.0474;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
513;564.54;4335.2400;33052.2800;30125.68;25790.4400;89.8088;0.0467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
514;564.94;4336.9200;33066.3200;30156.52;25819.6000;89.8717;0.0464;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
515;565.34;4333.9600;33069.0800;30203.24;25869.2800;90.0267;0.0456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
516;565.74;4332.1200;33062.4000;30234.04;25901.9200;90.1555;0.0450;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
517;566.14;4340.0400;33057.1600;30276.20;25936.1600;90.3160;0.0442;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
518;566.54;4342.2800;33036.1600;30309.84;25967.5600;90.4986;0.0434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
519;566.94;4341.3200;33048.6400;30372.88;26031.5600;90.6792;0.0425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
520;567.35;4336.5200;33085.8800;30406.32;26069.8000;90.6796;0.0425;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
521;567.75;4331.2400;33115.4400;30456.04;26124.8000;90.7609;0.0421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
522;568.15;4330.4400;33119.4400;30502.88;26172.4400;90.9113;0.0414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
523;568.55;4328.7600;33164.4400;30563.08;26234.3200;90.9787;0.0411;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
524;568.95;4332.6800;33175.0800;30607.60;26274.9200;91.0982;0.0405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
525;569.35;4332.3200;33184.7200;30667.52;26335.2000;91.2756;0.0396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
526;569.75;4338.8800;33193.6000;30720.72;26381.8400;91.4299;0.0389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
527;570.15;4345.1200;33225.4400;30783.76;26438.6400;91.5455;0.0384;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
528;570.55;4340.4000;33270.2800;30829.48;26489.0800;91.5630;0.0383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
529;570.95;4341.6800;33314.0400;30891.56;26549.8800;91.6387;0.0379;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
530;571.35;4346.8000;33343.8000;30953.04;26606.2400;91.7551;0.0374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
531;571.75;4347.8400;33402.5600;31033.72;26685.8800;91.8470;0.0369;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
532;572.15;4352.6400;33464.4800;31101.36;26748.7200;91.8826;0.0368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
533;572.55;4364.4800;33541.7600;31181.52;26817.0400;91.9107;0.0366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
534;572.95;4377.7600;33601.8400;31260.56;26882.8000;91.9885;0.0363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
535;573.35;4379.5200;33652.6800;31315.68;26936.1600;92.0166;0.0361;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
536;573.75;4393.5200;33704.6400;31391.60;26998.0800;92.1087;0.0357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
537;574.15;4400.8000;33767.2400;31462.84;27062.0400;92.1529;0.0355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
538;574.55;4408.0800;33831.9600;31546.92;27138.8400;92.2341;0.0351;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
539;574.95;4418.4800;33900.4000;31645.12;27226.6400;92.3503;0.0346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
540;575.35;4424.4000;33986.0800;31723.64;27299.2400;92.3467;0.0346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
541;575.75;4437.9200;34090.7600;31826.92;27389.0000;92.3655;0.0345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
542;576.15;4445.2800;34191.0800;31933.60;27488.3200;92.4108;0.0343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
543;576.55;4453.2800;34307.5200;32049.48;27596.2000;92.4365;0.0342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
544;576.95;4469.0400;34412.9600;32162.44;27693.4000;92.4842;0.0339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
545;577.35;4492.5600;34523.2000;32272.44;27779.8800;92.5051;0.0338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
546;577.75;4498.8000;34624.2000;32393.64;27894.8400;92.5957;0.0334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
547;578.15;4506.7200;34767.2400;32539.44;28032.7200;92.6379;0.0332;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
548;578.55;4513.2000;34894.6000;32665.32;28152.1200;92.6624;0.0331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
549;578.95;4522.6400;35034.4800;32785.40;28262.7600;92.6288;0.0333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
550;579.35;4533.8000;35132.1600;32898.32;28364.5200;92.6995;0.0329;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
551;579.75;4546.7600;35268.7600;33032.68;28485.9200;92.7216;0.0328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
552;580.15;4559.0800;35397.8800;33153.32;28594.2400;92.7216;0.0328;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
553;580.54;4580.4400;35537.5600;33314.04;28733.6000;92.8174;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
554;580.94;4592.9200;35670.1200;33444.72;28851.8000;92.8391;0.0323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
555;581.34;4605.9600;35834.7600;33603.24;28997.2800;92.8543;0.0322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
556;581.74;4621.9600;35970.5200;33732.36;29110.4000;92.8604;0.0322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
557;582.14;4636.2000;36115.8800;33887.20;29251.0000;92.9203;0.0319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
558;582.54;4648.2800;36242.6000;34014.72;29366.4400;92.9485;0.0318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
559;582.94;4660.4400;36404.5600;34159.80;29499.3600;92.9286;0.0319;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
560;583.33;4673.5600;36565.0400;34320.28;29646.7200;92.9613;0.0317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
561;583.73;4678.8000;36750.6400;34464.76;29785.9600;92.8726;0.0321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
562;584.13;4699.6000;36905.1200;34631.68;29932.0800;92.9408;0.0318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
563;584.53;4715.6000;37077.2800;34779.20;30063.6000;92.8988;0.0320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
564;584.93;4725.4400;37226.6400;34916.68;30191.2400;92.8927;0.0320;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
565;585.33;4740.5600;37411.7600;35086.76;30346.2000;92.8836;0.0321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
566;585.72;4749.7600;37575.8400;35228.04;30478.2800;92.8478;0.0322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
567;586.12;4760.6400;37723.8400;35341.56;30580.9200;92.7729;0.0326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
568;586.52;4776.8000;37866.5600;35468.88;30692.0800;92.7540;0.0327;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
569;586.92;4787.7600;38011.0400;35617.12;30829.3600;92.7945;0.0325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
570;587.32;4788.4800;38142.3600;35748.64;30960.1600;92.8233;0.0323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
571;587.71;4809.5200;38283.2400;35877.36;31067.8400;92.8126;0.0324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
572;588.11;4832.5600;38422.6000;35997.96;31165.4000;92.7817;0.0325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
573;588.51;4854.8800;38570.0400;36167.04;31312.1600;92.8726;0.0321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
