File Version;BWSpec 3.27
Date;2017-08-22 14:46:06
title;ZEWN+LZX
model;BRC112P+BTC261E_512
c code;ZEWN+LZX
operator;
port1;0
baud1;3
pixel_start;0
pixel_end;1844
step;1
units;1
bkcolor;16777215
show_mode;5
data_mode;0
pixel_mode;0
intigration times;150
average number;1
spectrometer_type ;0
yaxis;1
yaxis_min;-0.200000000000045
yaxis_max;0.5
xaxis;0
xaxis_min;0
xaxis_max;1844
irrands_DispWLMin;0
irrands_DispWLMax;0
yaxis_min_6;0
yaxis_max_6;5
irradiance_unit;0
coefs_a0;0
coefs_a1;0
coefs_a2;0
coefs_a3;0
coefs_b0;0
coefs_b1;0
coefs_b2;0
coefs_b3;0
all_data_save;1
select_option;-1
interval_time;1
pixel_num;1845
sel_pixel_start;0
sel_pixel_end;1844
sel_pixel_delta;1
dark_compensate;0
dark_compensate_value_1;0
dark_compensate_value_2;0
dark_compensate_value_3;0
monitor pixel_0;0
monitor pixel_1;0
monitor pixel_2;0
monitor pixel_3;0
monitor pixel_4;0
monitor pixel_5;0
vertical_select_flag;0
vertical_line3;0
vertical_line4;0
vertical_line3_wv;0
vertical_line4_wv;0
vertical_line_flag;0
vertical_line_ratio;0
laser_wavelength;0
overlay_js;0
Relative Intensity Correction Flag;0
combined channel;1
Pixel;Wavelength;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Raw data #2;Dark Subtracted #2;%TR #2;Absorbance #2;Raw data #3;Dark Subtracted #3;%TR #3;Absorbance #3;Lamp FitCurve;Irradiance Ratio;Irradiance_1(W/cm^2/nm);Irradiance_2(W/cm^2/nm);Irradiance_3(W/cm^2/nm)
924;723.77;3974.3600;33657.2800;32980.04;29005.6800;97.7184;0.0100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
925;724.14;3963.3200;33561.2800;32894.20;28930.8800;97.7462;0.0099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
926;724.51;3953.8800;33468.4000;32806.80;28852.9200;97.7584;0.0098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
927;724.88;3947.8000;33379.2800;32714.60;28766.8000;97.7416;0.0099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
928;725.26;3945.3200;33277.7600;32614.84;28669.5200;97.7400;0.0099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
929;725.63;3938.7600;33192.7600;32526.08;28587.3200;97.7211;0.0100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
930;726.00;3935.0000;33121.2000;32451.96;28516.9600;97.7070;0.0101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
931;726.38;3929.8000;33040.0800;32390.72;28460.9200;97.7693;0.0098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
932;726.75;3921.0000;32942.7600;32318.48;28397.4800;97.8489;0.0094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
933;727.12;3908.4400;32856.1600;32215.52;28307.0800;97.7869;0.0097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
934;727.49;3892.0400;32751.4800;32128.60;28236.5600;97.8417;0.0095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
935;727.87;3885.5600;32657.2800;32038.24;28152.6800;97.8484;0.0094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
936;728.24;3876.9200;32552.0000;31973.60;28096.6800;97.9829;0.0088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
937;728.61;3865.9600;32448.3600;31893.64;28027.6800;98.0592;0.0085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
938;728.98;3855.0800;32345.2400;31790.44;27935.3600;98.0527;0.0085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
939;729.35;3843.4800;32232.2400;31698.16;27854.6800;98.1187;0.0082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
940;729.73;3832.7600;32119.1200;31601.76;27769.0000;98.1710;0.0080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
941;730.10;3823.4800;32021.2800;31533.60;27710.1200;98.2705;0.0076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
942;730.47;3810.1600;31909.0400;31434.76;27624.6000;98.3121;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
943;730.84;3792.9600;31797.2400;31334.56;27541.6000;98.3478;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
944;731.21;3780.8000;31691.8400;31226.32;27445.5200;98.3321;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
945;731.58;3771.6000;31576.7200;31128.04;27356.4400;98.3863;0.0071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
946;731.96;3765.2400;31457.0000;31023.52;27258.2800;98.4346;0.0069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
947;732.33;3754.7600;31370.0000;30921.12;27166.3600;98.3745;0.0071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
948;732.70;3743.3200;31252.1200;30804.12;27060.8000;98.3714;0.0071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
949;733.07;3738.4400;31159.6000;30714.92;26976.4800;98.3783;0.0071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
950;733.44;3726.2000;31065.8000;30614.24;26888.0400;98.3483;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
951;733.81;3706.4400;30966.4400;30519.88;26813.4400;98.3618;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
952;734.18;3690.1200;30876.4400;30441.92;26751.8000;98.4017;0.0070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
953;734.55;3672.7600;30784.8000;30331.28;26658.5200;98.3272;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
954;734.92;3656.3600;30702.5200;30240.92;26584.5600;98.2933;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
955;735.30;3633.6400;30579.3200;30151.40;26517.7600;98.4119;0.0070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
956;735.67;3621.4800;30488.6400;30059.84;26438.3600;98.4040;0.0070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
957;736.04;3605.0800;30384.0400;29961.56;26356.4800;98.4223;0.0069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
958;736.41;3587.9600;30280.1600;29868.96;26281.0000;98.4595;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
959;736.78;3576.0400;30175.3600;29767.12;26191.0800;98.4652;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
960;737.15;3560.2800;30076.7200;29672.84;26112.5600;98.4769;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
961;737.52;3551.1600;29990.2800;29546.44;25995.2800;98.3213;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
962;737.89;3538.4400;29902.1600;29459.04;25920.6000;98.3192;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
963;738.26;3527.6400;29816.2000;29365.68;25838.0400;98.2863;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
964;738.63;3516.3600;29744.7200;29256.92;25740.5600;98.1402;0.0082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
965;739.00;3502.7600;29657.6800;29175.68;25672.9200;98.1571;0.0081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
966;739.37;3490.6800;29576.4000;29056.76;25566.0800;98.0080;0.0087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
967;739.74;3481.5600;29501.0800;28970.32;25488.7600;97.9601;0.0090;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
968;740.11;3473.5600;29412.9200;28884.16;25410.6000;97.9616;0.0089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
969;740.48;3463.7200;29326.4000;28802.12;25338.4000;97.9728;0.0089;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
970;740.85;3448.9200;29246.4400;28694.60;25245.6800;97.8609;0.0094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
971;741.22;3433.9600;29173.8800;28612.40;25178.4400;97.8186;0.0096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
972;741.59;3421.0000;29070.9600;28541.44;25120.4400;97.9356;0.0091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
973;741.96;3405.6400;28990.4800;28458.92;25053.2800;97.9224;0.0091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
974;742.33;3396.7600;28897.8400;28364.76;24968.0000;97.9096;0.0092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
975;742.70;3380.6000;28808.9600;28281.96;24901.3600;97.9275;0.0091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
976;743.07;3372.8400;28724.5600;28200.08;24827.2400;97.9312;0.0091;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
977;743.44;3367.1600;28626.9600;28107.32;24740.1600;97.9428;0.0090;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
978;743.81;3357.0000;28523.7200;28031.92;24674.9200;98.0458;0.0086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
979;744.17;3347.9600;28426.9200;27950.20;24602.2400;98.0991;0.0083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
980;744.54;3345.8800;28335.3600;27855.64;24509.7600;98.0803;0.0084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
981;744.91;3338.2000;28232.2400;27755.36;24417.1600;98.0844;0.0084;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
982;745.28;3337.0800;28143.7200;27675.84;24338.7600;98.1139;0.0083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
983;745.65;3332.6800;28056.9600;27592.92;24260.2400;98.1231;0.0082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
984;746.02;3325.4000;27972.6800;27506.12;24180.7200;98.1071;0.0083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
985;746.39;3321.0000;27873.9200;27431.44;24110.4400;98.1979;0.0079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
986;746.76;3309.0000;27775.9200;27365.28;24056.2800;98.3217;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
987;747.12;3301.8800;27701.5600;27270.80;23968.9200;98.2346;0.0077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
988;747.49;3297.8800;27604.3600;27192.28;23894.4000;98.3046;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
989;747.86;3287.1600;27516.0800;27119.68;23832.5200;98.3639;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
990;748.23;3279.7200;27431.2000;27020.32;23740.6000;98.2987;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
991;748.60;3266.6800;27321.2400;26940.52;23673.8400;98.4173;0.0069;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
992;748.97;3257.8000;27232.4000;26846.56;23588.7600;98.3906;0.0070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
993;749.33;3249.5600;27135.9200;26740.12;23490.5600;98.3430;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
994;749.70;3239.2400;27048.5200;26648.20;23408.9600;98.3186;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
995;750.07;3231.1600;26960.4800;26565.60;23334.4400;98.3359;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
996;750.44;3218.6400;26870.3200;26469.44;23250.8000;98.3051;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
997;750.81;3209.6000;26782.3200;26380.36;23170.7600;98.2948;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
998;751.17;3206.2400;26672.9600;26292.72;23086.4800;98.3797;0.0071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
999;751.54;3201.1200;26583.7200;26196.24;22995.1200;98.3429;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1000;751.91;3196.8800;26492.4400;26106.72;22909.8400;98.3442;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1001;752.28;3191.0400;26381.1200;26026.36;22835.3200;98.4702;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1002;752.64;3181.3600;26278.8000;25931.40;22750.0400;98.4959;0.0066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1003;753.01;3175.0400;26206.3600;25831.72;22656.6800;98.3733;0.0071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1004;753.38;3170.4800;26129.3600;25732.76;22562.2800;98.2726;0.0076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1005;753.75;3163.1200;26055.3600;25655.72;22492.6000;98.2543;0.0076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1006;754.11;3146.1600;25959.4400;25556.40;22410.2400;98.2333;0.0077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1007;754.48;3129.0400;25864.1200;25449.60;22320.5600;98.1767;0.0080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1008;754.85;3121.0400;25768.8400;25354.16;22233.1200;98.1690;0.0080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1009;755.21;3111.9200;25660.9200;25258.00;22146.0800;98.2131;0.0078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1010;755.58;3105.1200;25565.7600;25158.36;22053.2400;98.1862;0.0079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1011;755.95;3090.8800;25471.1200;25063.12;21972.2400;98.1770;0.0080;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1012;756.31;3078.8800;25377.2800;24974.44;21895.5600;98.1934;0.0079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1013;756.68;3066.2400;25283.0800;24885.48;21819.2400;98.2104;0.0078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1014;757.05;3062.5600;25193.5200;24792.68;21730.1200;98.1888;0.0079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1015;757.41;3054.4000;25102.3200;24715.68;21661.2800;98.2464;0.0077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1016;757.78;3045.7600;25014.9600;24642.00;21596.2400;98.3024;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1017;758.15;3031.2000;24925.8000;24561.16;21529.9600;98.3346;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1018;758.51;3022.2000;24841.8000;24483.24;21461.0400;98.3567;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1019;758.88;3008.6800;24767.4800;24405.44;21396.7600;98.3361;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1020;759.25;3004.8400;24679.1600;24320.64;21315.8000;98.3459;0.0072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1021;759.61;2998.4800;24599.9200;24238.16;21239.6800;98.3253;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1022;759.98;2992.3200;24520.1600;24160.40;21168.0800;98.3289;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1023;760.34;2979.6000;24445.3200;24067.64;21088.0400;98.2405;0.0077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1024;760.71;2966.0000;24351.3200;23972.48;21006.4800;98.2285;0.0078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1025;761.08;2958.8800;24254.6800;23874.76;20915.8800;98.2160;0.0078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1026;761.44;2953.8400;24163.6400;23781.04;20827.2000;98.1961;0.0079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1027;761.81;2946.4000;24090.7200;23700.28;20753.8800;98.1535;0.0081;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1028;762.17;2940.4000;23975.2800;23625.72;20685.3200;98.3382;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1029;762.54;2933.0400;23867.9200;23547.32;20614.2800;98.4686;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1030;762.90;2919.4400;23771.8800;23440.72;20521.2800;98.4119;0.0070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1031;763.27;2917.3600;23687.8800;23368.24;20450.8800;98.4611;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1032;763.63;2913.2000;23608.6400;23294.12;20380.9200;98.4802;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1033;764.00;2910.2400;23524.5200;23210.08;20299.8400;98.4746;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1034;764.37;2903.4400;23428.9600;23135.80;20232.3600;98.5717;0.0062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1035;764.73;2895.2800;23355.3600;23051.16;20155.8800;98.5132;0.0065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1036;765.10;2896.6400;23285.2800;22973.88;20077.2400;98.4727;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1037;765.46;2891.0400;23185.6800;22896.80;20005.7600;98.5766;0.0062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1038;765.83;2887.4400;23099.7200;22808.20;19920.7600;98.5577;0.0063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1039;766.19;2880.4800;22992.4800;22714.28;19833.8000;98.6167;0.0060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1040;766.55;2874.9600;22910.1200;22625.32;19750.3600;98.5785;0.0062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1041;766.92;2879.0400;22839.9600;22537.20;19658.1600;98.4832;0.0066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1042;767.28;2875.0400;22731.8800;22441.04;19566.0000;98.5353;0.0064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1043;767.65;2866.6800;22654.6000;22352.48;19485.8000;98.4732;0.0067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1044;768.01;2866.2800;22557.5600;22266.60;19400.3200;98.5224;0.0065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1045;768.38;2853.5600;22477.1200;22182.36;19328.8000;98.4979;0.0066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1046;768.74;2844.3600;22376.0000;22092.04;19247.6800;98.5462;0.0064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1047;769.11;2841.0800;22279.6000;22009.76;19168.6800;98.6118;0.0061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1048;769.47;2836.9200;22190.4000;21936.96;19100.0400;98.6905;0.0057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1049;769.83;2832.0400;22101.6800;21870.72;19038.6800;98.8014;0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1050;770.20;2823.2400;22012.9600;21800.92;18977.6800;98.8950;0.0048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1051;770.56;2812.0400;21943.2800;21715.40;18903.3600;98.8089;0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1052;770.93;2810.3600;21852.1200;21631.28;18820.9200;98.8402;0.0051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1053;771.29;2809.3200;21783.8000;21549.52;18740.2000;98.7653;0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1054;771.65;2800.1200;21702.0400;21466.24;18666.1200;98.7525;0.0055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1055;772.02;2794.2800;21623.9600;21393.44;18599.1600;98.7758;0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1056;772.38;2786.2000;21535.1600;21308.32;18522.1200;98.7901;0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1057;772.74;2779.0400;21429.6400;21226.24;18447.2000;98.9094;0.0048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1058;773.11;2766.8800;21328.4800;21145.00;18378.1200;99.0115;0.0043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1059;773.47;2761.2800;21260.8000;21042.84;18281.5600;98.8218;0.0051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1060;773.83;2753.1200;21175.3600;20958.84;18205.7200;98.8247;0.0051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1061;774.20;2750.0000;21084.0000;20864.20;18114.2000;98.8011;0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1062;774.56;2746.4000;21007.8400;20765.08;18018.6800;98.6706;0.0058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1063;774.92;2736.2400;20912.7200;20662.12;17925.8800;98.6213;0.0060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1064;775.29;2724.4000;20822.8000;20582.40;17858.0000;98.6717;0.0058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1065;775.65;2709.4400;20727.6000;20493.64;17784.2000;98.7015;0.0057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1066;776.01;2693.2000;20623.3600;20401.16;17707.9600;98.7607;0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1067;776.37;2681.3600;20536.4800;20308.28;17626.9200;98.7219;0.0056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1068;776.74;2675.0400;20431.0400;20214.20;17539.1600;98.7788;0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
